NUM_BANKCARD_QUERIES_LAST_6_MO,S207A,CO06S,TK0901,SCRG063,AT01S,AT20S,RVLR03,BC101S,G980S,BKUTIL,IQT9421,REH5030,CAMPAIGN_ID,CAMPAIGN_SUB_CD,UNDRWRTE_STRAT_IN,CRED_BUREAU_LOC_CD,FICO_SCORE,FICO_FACTOR_1,CRED_SCORE_1,RISK_SCORE_1,RISK_SCORE_1_FACTOR_1,CRED_SCORE_2,RISK_SCORE_2,INMARKET_IN,UNDER18_IN,DECEASED_IN,FROZEN_CREDRPT_IN,BANK_ACCT_CD,EXTEND_FRAUD_ALERT_IN,OLLO_OPEN_ACCT_CT,RECENT_APPL_IN,ATP_MAX_CREDIT_LINE,FAILED_ATP_IN,BUREAU_ERROR_CD,CONSUMER_STMT_TYPE_IN,BUREAU_MSG_CD_LIST,FRAUD_SHIELD_TYPE_LIST,DECISION_CD,CREDIT_LINE_AMT,CASH_LINE_AMT,LTR_TEMPLATE_ID,ADVERSE_ACT_RSN_1,ADVERSE_ACT_RSN_2,ADVERSE_ACT_RSN_3,ADVERSE_ACT_RSN_4,POLICY_RULES_USED,POST_BUR_RND_NUM_1,VANTAGE_SCORE,ALL0100,ALL0300,ALL2356,ALL5020,ALL5030,ALL5045,ALL5301,ALL5830,ALL8164,ALL8220,ALL9210,ALL9220,BCA5020,BCC0416,BCC5030,BCC7140,IQB9416,MTA5830,FIP5020,TU_VANTAGE_3,TU_VANT_3_FACTOR_1,TU_VANT_3_FACTOR_2,TU_VANT_3_FACTOR_3,TU_VANT_3_FACTOR_4,TU_VANT_3_FACTOR_5,TU_STATUS,LN_STATUS,CUST_MOD_3_FIN_SCR,CUST_MOD_3_FIN_SCR_DEC,CUST_MOD_3_TIMEOUT,CUST_MOD_3_ERROR,CUST_MOD_4_FIN_SCR,CUST_MOD_4_FIN_SCR_DEC,CUST_MOD_4_TIMEOUT,CUST_MOD_4_ERROR,CUST_MOD_6_FIN_SCR,CUST_MOD_6_FIN_SCR_DEC,CUST_MOD_6_TIMEOUT,CUST_MOD_6_ERROR,CUST_MOD_7_FIN_SCR,CUST_MOD_7_FIN_SCR_DEC,CUST_MOD_7_TIMEOUT,CUST_MOD_7_ERROR,CUST_MOD_3_FIN_SCR_RANKED_AR,CUST_MOD_6_FIN_SCR_RANKED_AR,SSNAWF3Y,TFRAA6M,TFRAA1Y,TFRANDOB2Y,TFRANDOB3Y,TFRANDOB6M,TFRANDOB1Y,IDFS
0,-1,-2,732,0,10,155,475,2043,0,66,0,1298,23,1,6,5,642,38,666,6,18,733,5,Y,N,N,N,1,N,0,N,125519,N,,,57,21,A,1200,360,,,,,,A003,657,0,11,11,0,63595,63595,0,2066,717,43,155,9999,9999,1298,2,1298,65,0,655,999999997,615,12,4,7,71,8,Y,,7.500337601,5,N,N,9.689930916,5,N,N,0,448,,,0,448,,,2033      2110      2121      2030,,FALSE,0,0,0,0,0,0,605
2,43,-1,-2,0,30,150,2565,3222,0,53,0,4135,23,2,6,5,607,38,649,7,13,681,8,Y,N,N,N,1,N,0,N,181721,N,,,57,21,A,300,90,,,,,,A003,619,0,30,28,0,3478,4135,0,0,270,9996,150,45,45,2565,4,3222,73,2,999999997,999999998,611,98,32,14,7,2,Y,,8.63948822,5,N,N,7.171065331,4,N,N,0,448,,,0,448,,,2034      2018      2120      2049,,FALSE,0,0,0,0,0,0,678
3,17,-1,-2,0,14,276,1736,1736,2,102,0,1736,23,2,6,5,628,38,617,9,18,677,8,Y,N,N,N,2,N,0,N,117403,N,,,57,921,D,0,0,1002,1019,,,,1019,641,0,17,17,0,15472,15472,0,0,415,9996,339,20,20,1736,1,1736,102,1,999999997,999999998,579,98,15,39,32,1,Y,,7.81415844,5,N,N,15.43708134,7,N,N,0,448,,,0,448,,,2050      2049      2059,,,,,,,,,0
4,-1,-2,-3,0,25,278,298,493,4,35,0,493,23,1,6,5,641,38,682,5,18,733,5,Y,N,N,N,2,N,0,N,1347143,N,,,57,21,A,1500,450,,,,,,A003,786,0,28,28,0,493,493,0,0,50,28,278,9999,9999,493,3,493,35,3,999999998,999999998,695,63,7,12,14,10,Y,,4.865558624,3,N,N,5.953683853,4,N,N,0,448,,,0,448,,,,,FALSE,0,0,0,0,0,0,686
4,37,-1,-3,0,23,136,0,-5,1,0,1,136,95,5,8,5,682,38,680,5,D2,711,6,Y,N,N,N,1,N,0,N,107727,N,,,57,,A,1300,390,,,,,,A003,785,689,25,24,0,136,136,0,0,27,9996,182,38,38,999999997,0,999999997,997,1,999999998,999999997,671,98,47,14,12,2,Y,,3.576871872,2,N,N,3.607906342,2,N,N,0,448,,,4.085268021,448,N,N,,,FALSE,0,0,0,0,0,0,698
0,55,-1,-2,0,18,205,2402,2402,1,33,0,4393,23,3,6,5,673,38,675,6,P6,749,4,Y,N,N,N,1,N,0,N,83636,N,,,57,21,A,1200,360,,,,,,A003,525,0,19,19,0,4393,4393,0,0,197,9996,205,55,55,2402,2,2402,91,0,999999997,999999997,675,98,14,32,12,2,Y,,8.510839462,5,N,N,13.62491322,6,N,N,0,448,,,0,448,,,2107      2120      2059      2049,,FALSE,0,0,0,0,0,0,813
2,-1,-2,-3,0,25,108,3357,3357,0,41,0,3859,95,5,8,5,621,38,636,8,P6,718,6,Y,N,N,N,1,N,0,N,76396,N,,,57,21,A,300,90,,,,,,A003,418,655,25,21,0,40402,40402,0,0,480,48,108,9999,9999,3287,6,3287,24,1,999999998,999999998,663,12,4,95,63,8,Y,,20.17478943,8,N,N,30.37109375,9,N,N,0,448,,,8.905562401,448,N,N,2050      2110      2030      2108,,FALSE,0,0,0,0,0,0,578
0,-1,-2,-3,0,8,96,0,-2,-4,0,0,939,23,2,6,5,617,38,664,6,34,674,8,Y,N,N,N,1,N,0,N,85942,N,,,57,21,D,0,0,1002,1018,,,,1018,624,0,7,7,1,17528,17528,2068,4097,520,21,89,98,98,999999997,0,999999997,997,0,999999998,999999998,670,98,47,14,12,2,Y,,9.527321815,5,N,N,7.040521622,4,N,N,0,448,,,0,448,,,2033      2029      2034      2016,,,,,,,,,0
5,41,-1,-3,1,29,356,951,951,2,0,0,2291,95,5,8,5,656,38,669,6,P6,733,5,Y,N,N,N,1,N,0,N,145877,N,,,57,11121,A,1700,510,,,,,,A003,902,701,39,36,0,2215,2291,0,0,174,9996,356,43,43,1188,2,1188,79,0,999999997,999999998,695,98,14,15,85,2,Y,,4.287417412,3,N,N,4.393932343,3,N,N,0,448,,,5.455821991,448,N,N,,,FALSE,0,0,0,0,0,0,614
0,-1,-2,796,1,43,176,1409,3839,1,67,0,8446,23,1,6,5,588,38,656,7,34,715,6,Y,N,N,N,2,N,0,N,210747,N,,,57,21,D,0,0,1002,1018,,,,1018,940,0,50,42,1,229008,229008,1800,0,4276,38,176,9999,9999,4024,5,4024,62,0,2002,999999998,589,12,44,7,55,5,Y,,8.776337624,5,N,N,8.24565506,5,N,N,0,448,,,0,448,,,2033      2121      2050      2018,,,,,,,,,0
0,-1,-2,2640,0,13,187,2372,5012,-4,41,0,3185,23,1,6,5,643,38,622,9,P6,702,7,Y,N,N,N,2,N,0,N,19481,N,,,57,,D,0,0,1002,2050,2017,2110,2030,1060,77,0,12,12,0,93536,93536,0,2640,912,61,187,9999,9999,2372,2,2372,99,0,741,999999996,621,12,95,4,11,7,Y,,15.56173801,7,N,N,15.82997417,7,N,N,0,448,,,0,448,,,2050      2017      2110      2030,,,,,,,,,0
2,-1,-1,-2,0,5,24,2693,3195,2,67,0,4057,23,1,6,5,644,39,610,9,P6,675,8,Y,N,N,N,1,N,0,N,48831,N,,,57,21,D,0,0,1002,2049,2124,2120,2110,1060,935,0,6,6,0,4057,4057,0,0,179,9996,60,9999,9999,3243,3,3243,85,0,999999998,999999998,648,12,63,6,16,8,Y,,13.8892231,7,N,N,16.95655823,7,N,N,0,448,,,0,448,,,2049      2124      2120      2110,,,,,,,,,0
2,-1,-2,-3,0,24,227,0,45,0,1,0,45,23,5,6,5,719,39,736,2,20,808,1,Y,N,N,N,1,N,0,N,150377,N,,,57,21,A,3000,900,,,,,,A003,168,0,26,25,1,280737,280737,0,0,3109,50,228,9999,9999,45,2,45,2,1,2402,999999998,737,12,7,14,55,10,Y,,2.352885246,1,N,N,2.969565392,2,N,N,0,448,,,0,448,,,,,FALSE,0,0,0,0,0,0,625
0,53,-1,-2,0,7,128,0,241,1,48,0,342,95,5,8,5,655,38,659,7,1040,699,7,Y,N,N,N,1,N,0,N,53052,N,,,57,1031921,A,900,270,,,,,,A003,805,660,7,6,0,342,342,0,0,25,9996,128,54,54,342,1,342,68,0,999999997,999999998,672,98,14,12,30,2,Y,,7.516187668,5,N,N,3.252007484,2,N,N,0,448,,,4.529917717,448,N,N,2017      2116      2110      2016,,FALSE,0,0,0,0,0,0,626
3,9,-1,-2,0,32,233,1139,9308,2,96,0,7654,23,2,6,5,627,38,647,8,P6,725,5,Y,N,N,N,1,N,0,N,197532,N,,,57,21,A,1200,360,,,,,,A003,937,0,32,30,0,31838,31838,0,0,563,9996,233,10,10,6881,3,6881,89,1,999999998,999999998,642,98,14,32,15,2,Y,,6.409632683,4,N,N,7.895113945,5,N,N,0,448,,,0,448,,,2030      2007      2016      2034,,FALSE,0,0,0,0,0,0,606
0,0,0,0,0,0,0,0,0,0,0,0,0,23,2,6,3,0,,437,10,18,539,10,Y,N,N,N,3,N,0,N,8442,N,,,7,,D,0,0,1003,1030,,,,1.03E+11,444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,448,,,0,448,,,0,448,,,0,448,,,,,,,,,,,,0
1,32,-1,-3,0,13,140,674,674,3,0,0,674,95,7,8,5,670,38,677,5,D2,708,6,Y,N,N,N,1,N,0,N,343377,N,,,57,221,A,1300,390,,,,,,A003,617,710,13,13,0,428977,428977,0,0,3583,9996,232,44,44,674,1,674,35,1,2967,999999998,700,98,14,12,85,2,Y,,1.893541336,1,N,N,3.118560791,2,N,N,0,448,,,2.859554291,448,N,N,,,FALSE,0,0,0,0,0,0,530
0,-1,-2,24786,0,15,217,0,24786,0,0,0,606,23,1,6,5,613,39,726,2,34,731,5,Y,N,N,N,2,N,0,N,172175,N,,,57,811,A,1800,540,,,,,,A003,769,0,12,11,0,193716,193716,0,35339,1780,63,217,9999,9999,999999996,0,999999996,996,0,1753,999999998,641,12,34,7,11,7,Y,,2.999566078,2,N,N,3.141453743,2,N,N,0,448,,,0,448,,,,,FALSE,0,0,0,0,0,0,515
2,-1,-2,2670,1,28,312,934,2802,2,32,0,1716,23,1,6,5,648,39,689,5,K6,761,3,Y,N,N,N,2,N,0,N,219221,N,,,57,,D,0,0,1002,1018,,,,1018,602,0,29,27,1,280034,280712,755,5410,3247,21,312,9999,9999,971,4,971,33,0,2399,9793,676,39,34,7,55,9,Y,,6.720593452,4,N,N,6.533946037,4,N,N,0,448,,,0,448,,,2033      2121      2031      2018,,,,,,,,,0
7,-1,-2,-3,0,42,394,0,5940,3,85,1,6292,23,1,6,5,635,39,652,7,1039,715,6,Y,N,N,N,2,N,0,N,91948,N,,,57,921,A,500,150,,,,,,A003,680,0,47,44,0,43018,43018,0,0,768,33,229,9999,9999,6292,3,6292,90,3,999999998,999999998,710,63,7,4,32,10,Y,,9.188511848,5,N,N,14.22719193,7,N,N,0,448,,,0,448,,,2030      2016      2067      2103,,FALSE,0,0,0,0,0,0,639
0,24,-1,-2,0,16,119,0,-2,1,0,0,0,23,3,6,5,636,38,663,7,K6,716,6,Y,N,N,N,2,N,0,N,98604,N,,,57,21,D,0,0,1002,2116,2016,2031,2049,1060,277,0,19,16,0,19283,19283,0,0,430,9996,119,25,25,999999997,0,999999997,997,0,999999998,101,668,98,47,14,12,2,Y,,18.0413208,7,N,N,13.17304134,6,N,N,0,448,,,0,448,,,2116      2016      2031      2049,,,,,,,,,0
1,-1,-2,-3,0,57,110,0,776,5,7,4,1195,95,7,8,5,655,38,716,3,13,770,3,Y,N,N,N,1,N,0,N,212208,N,,,57,10921,A,2000,600,,,,,,A003,62,696,49,47,0,48988,48988,0,2892,497,20,170,87,87,1195,3,1195,18,1,999999998,999999997,688,98,85,12,14,2,Y,,3.951351166,3,N,N,5.667993546,4,N,N,0,448,,,6.106822014,448,N,N,,,FALSE,0,0,0,0,0,0,910
3,55,-2,3646,0,12,176,877,4523,1,73,0,1889,23,2,6,5,594,38,702,4,34,732,5,Y,N,N,N,2,N,0,N,25292,N,,,57,,A,1200,360,,,,,,A003,891,0,13,12,0,1889,1889,0,3736,87,16,391,58,58,877,1,877,73,0,999999997,999999998,648,98,14,7,12,2,Y,,2.609444618,2,N,N,10.49285984,6,N,N,0,448,,,0,448,,,,,FALSE,0,0,0,0,0,0,672
0,48,-1,-3,0,11,270,0,-5,-4,25,0,1389,23,2,6,5,672,38,737,2,R3,741,4,Y,N,N,N,1,N,0,N,118506,N,,,57,,A,2000,600,,,,,,A003,359,0,6,6,0,64323,64323,0,0,517,9996,132,52,52,999999997,0,999999997,997,0,475,999999998,695,98,47,14,12,2,Y,,3.121995926,2,N,N,2.481053352,2,N,N,0,448,,,0,448,,,,,FALSE,0,0,0,0,0,0,841
1,0,0,0,0,0,0,0,0,0,0,0,2588,22,2,6,3,509,38,602,9,18,631,10,Y,N,N,N,2,N,0,N,-43409,N,,,57,,D,0,0,1002,1018,,,,1018,855,0,29,22,2,159183,160815,140374,17162,1629,23,392,9999,9999,999999996,0,1382,996,0,1019,999999997,,,,,,,,,0,448,,,0,448,,,0,448,,,0,448,,,,,,,,,,,,0
1,18,-1,-2,0,19,360,1252,1252,-4,63,0,1252,22,3,6,5,670,38,697,4,18,746,4,Y,N,N,N,1,N,0,N,179545,N,,,57,21,A,3000,900,,,,,,A003,433,0,18,17,0,1252,1252,0,0,63,9996,360,20,20,1252,1,1252,64,0,999999998,999999998,705,98,14,8,15,2,Y,,1.637164116,1,N,N,1.429562569,1,N,N,0,448,,,0,448,,,,,FALSE,0,0,0,0,0,0,891
3,15,-2,-3,0,36,169,-2,-5,0,0,1,999999997,95,5,8,5,613,38,683,5,20,734,5,Y,N,N,N,2,N,0,N,52143,N,,,57,21,A,1000,300,,,,,,A003,979,670,37,24,0,85099,85099,0,0,736,61,169,19,19,999999997,0,999999997,997,1,999999998,999999998,673,98,47,12,8,2,Y,,12.9765749,6,N,N,17.9886322,7,N,N,0,448,,,10.97897243,448,N,N,2016      2029      2105,,FALSE,0,0,0,0,0,0,549
4,-1,-2,3164,0,18,234,645,6136,0,71,1,8708,23,1,6,5,614,39,626,8,34,672,9,Y,N,N,N,1,N,0,N,155357,N,,,57,17,A,300,90,,,,,,A003,64,0,23,21,0,10349,10349,0,7908,782,22,242,9999,9999,2972,3,2972,85,4,999999996,999999998,642,12,7,72,63,8,Y,,11.96837521,6,N,N,13.54094982,6,N,N,0,448,,,0,448,,,2033      2034      2067      2117,,FALSE,0,0,0,0,0,0,845
2,2,-1,-2,0,18,111,0,617,1,77,0,617,22,5,6,5,644,38,644,8,18,701,7,Y,N,N,N,1,N,0,N,103052,N,,,57,,A,500,150,,,,,,A003,271,0,19,19,0,12907,12907,0,0,368,9996,162,23,23,617,1,617,82,1,999999997,999999998,652,98,14,12,30,2,Y,,7.586445808,5,N,N,5.439959526,4,N,N,0,448,,,0,448,,,2049,,FALSE,0,0,0,0,0,0,596
1,31,-2,-3,0,21,255,0,-5,1,0,0,999999997,95,5,8,5,677,38,694,4,D2,718,6,Y,N,N,N,1,N,0,N,167013,N,,,57,,A,1300,390,,,,,,A003,637,711,25,25,0,11277,11277,0,0,466,55,255,42,42,999999997,0,999999997,997,1,999999998,999999998,700,98,47,14,12,2,Y,,3.620539665,2,N,N,3.24491024,2,N,N,0,448,,,3.295081139,448,N,N,,,FALSE,0,0,0,0,0,0,822
0,-1,-2,-3,0,10,145,346,371,0,23,0,400,23,1,6,5,661,38,704,4,34,733,5,Y,N,N,N,2,N,0,N,23734,N,,,57,1921,A,1500,450,,,,,,A003,463,0,12,11,0,400,400,0,450,77,54,145,9999,9999,371,2,371,23,0,999999998,999999998,701,12,63,14,7,10,Y,,4.463931084,3,N,N,5.260398865,4,N,N,0,448,,,0,448,,,,,FALSE,0,0,0,0,0,0,462
0,31,-1,-3,0,6,142,711,711,-4,0,0,711,23,2,6,5,634,16,673,6,13,679,8,Y,N,N,N,2,N,0,N,97338,N,,,57,17,A,500,150,,,,,,A003,699,0,5,5,0,711,711,0,0,35,9996,153,54,54,711,1,711,55,0,999999998,999999998,669,98,8,14,12,2,Y,,5.530838013,4,N,N,3.560110092,2,N,N,0,448,,,0,448,,,,,FALSE,0,0,0,0,0,0,627
1,19,-1,-2,0,20,126,2379,2379,1,77,0,2379,23,2,6,5,677,38,676,6,1033,723,5,Y,N,N,N,1,N,0,N,999383,N,,,57,1,A,1500,450,,,,,,A003,988,0,20,16,0,23064,23064,0,0,568,9996,164,55,55,2379,3,2379,78,1,999999998,999999997,649,98,14,32,12,2,Y,,6.917864799,4,N,N,5.353484154,4,N,N,0,448,,,0,448,,,2116      2018      2016      2067,,FALSE,0,0,0,0,0,0,474
1,25,-2,-3,0,9,88,0,-5,1,0,0,126,23,3,6,5,628,38,647,7,13,664,9,Y,N,N,N,2,N,0,N,107338,N,,,57,11121,A,300,90,,,,,,A003,238,0,9,8,0,126,126,0,0,27,44,88,26,26,999999997,0,999999997,997,0,999999998,999999998,643,98,47,14,12,2,Y,,9.071475983,5,N,N,5.557515144,4,N,N,0,448,,,0,448,,,2033      2110      2016      2029,,FALSE,0,0,0,0,0,0,748
2,-1,-1,-3,0,22,239,2544,2544,5,73,0,3491,23,1,6,5,619,38,648,7,P6,704,7,Y,N,N,N,1,N,0,N,111721,N,,,57,21,D,0,0,1002,1019,,,,1019,778,0,23,20,0,124264,124264,0,0,1059,9996,239,9999,9999,2544,1,2544,102,1,892,999999998,647,95,12,7,4,8,Y,,5.741037369,4,N,N,10.03434277,6,N,N,0,448,,,0,448,,,,,,,,,,,,0
0,31,-1,-2,0,20,181,0,-2,-4,0,0,0,23,2,6,5,639,38,678,5,18,697,7,Y,N,N,N,1,N,0,N,142305,N,,,57,21,A,800,240,,,,,,A003,710,0,19,18,0,0,0,0,7465,0,23,181,64,64,999999997,0,999999997,997,1,999999997,999999998,684,98,47,14,12,2,Y,,6.662693977,4,N,N,3.535788536,2,N,N,0,448,,,0,448,,,2033      2107      2029,,FALSE,0,0,0,0,0,0,518
2,17,-1,-2,0,13,271,0,-5,1,0,0,999999997,23,2,6,5,653,38,701,4,18,740,4,Y,N,N,N,1,N,0,N,47370,N,,,57,111921,A,2000,600,,,,,,A003,638,0,13,13,0,19405,19405,0,0,396,9996,271,20,20,999999997,0,999999997,997,1,999999998,999999998,690,98,47,14,12,2,Y,,2.514614105,2,N,N,2.628352165,2,N,N,0,448,,,0,448,,,,,FALSE,0,0,0,0,0,0,582
2,-1,-2,-3,0,13,206,0,1937,1,30,0,1621,23,1,6,5,611,38,639,8,13,660,9,Y,N,N,N,2,N,0,N,108961,N,,,57,1121,D,0,0,1002,1017,1018,,,10171018,674,0,9,8,1,212080,212080,580,580,1642,3,196,9999,9999,1372,1,1372,55,2,1398,999999998,641,4,12,7,71,8,Y,,13.16868496,6,N,N,11.16039658,6,N,N,0,448,,,0,448,,,2033      2110      2034      2029,,,,,,,,,0
7,33,-1,-2,0,27,303,8427,10661,2,74,1,11528,23,3,6,5,640,38,657,7,D1,749,4,Y,N,N,N,1,N,0,N,127727,N,,,57,21,A,800,240,,,,,,A003,890,0,26,25,0,25773,25773,0,0,1298,9996,314,48,48,10649,7,10649,77,3,999999998,999999998,603,98,32,85,14,2,Y,,10.99578953,6,N,N,14.60415554,7,N,N,0,448,,,0,448,,,2067      2017      2120      2036,,FALSE,0,0,0,0,0,0,492
2,-1,-1,-2,0,6,184,0,70,2,14,0,70,95,5,8,5,722,40,675,6,1033,744,4,Y,N,N,N,2,N,0,N,154351,N,,,57,,A,1400,420,,,,,,A003,309,628,6,6,0,18473,18473,0,0,651,9996,184,55,55,70,1,70,14,1,999999998,999999998,641,98,14,31,30,2,Y,,13.13540173,6,N,N,11.84129429,6,N,N,0,448,,,7.377325058,448,N,N,2116      2110      2067      2124,,FALSE,0,0,0,0,0,0,431
3,-1,-2,19020,0,14,161,0,19714,1,4,0,650,22,2,6,5,606,38,683,5,34,738,5,Y,N,N,N,1,N,0,N,361753,N,,,57,21,A,1200,360,,,,,,A003,36,0,22,22,0,650,650,0,25321,25,26,161,9999,9999,650,2,650,4,1,999999998,999999998,625,12,7,11,34,7,Y,,6.930164337,4,N,N,9.249686241,5,N,N,0,448,,,0,448,,,2016      2017      2033      2031,,FALSE,0,0,0,0,0,0,714
0,7,-1,-2,0,8,204,0,-5,-4,0,0,999999997,23,2,6,5,637,38,666,6,20,706,7,Y,N,N,N,1,N,0,N,108279,N,,,57,,A,500,150,,,,,,A003,356,0,7,7,0,1060,1060,0,0,183,9996,84,8,8,999999997,0,999999997,997,0,999999998,999999998,684,98,47,14,12,2,Y,,5.429515839,4,N,N,3.878980637,3,N,N,0,448,,,0,448,,,,,FALSE,0,0,0,0,0,0,459
5,-1,-1,-2,0,24,122,0,4171,3,17,1,5550,95,0,4,5,692,40,742,2,5,798,2,Y,N,N,N,1,N,0,N,167955,N,,,57,21,A,1800,540,,,,,,A003,331,689,28,28,0,21952,21952,0,0,660,9996,284,110,110,4520,8,4520,19,3,999999998,999999998,638,98,14,85,12,2,Y,,3.636336327,2,N,N,9.138926506,5,N,N,0,448,,,0,448,,,,,FALSE,0,0,0,0,0,0,791
0,11,-1,-2,0,17,88,0,532,1,53,0,532,23,2,6,5,655,38,668,6,18,718,6,Y,N,N,N,1,N,0,N,138409,N,,,57,21,A,1000,300,,,,,,A003,763,0,16,16,0,19171,19171,0,0,747,9996,88,13,13,532,1,532,53,0,999999997,999999998,654,98,14,12,15,2,Y,,2.593601227,2,N,N,3.85915947,3,N,N,0,448,,,0,448,,,,,FALSE,0,0,0,0,0,0,658
0,0,0,0,0,0,0,0,0,0,0,0,0,22,1,6,,0,,0,0,,0,0,,,,,1,,0,Y,0,,,,,,D,0,0,1001,1004,,,,1004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,,,0,0,,,0,0,,,0,0,,,,,,,,,,,,0
1,26,-1,-3,0,17,174,97,97,1,32,0,97,95,5,8,5,678,38,629,8,K6,680,8,Y,N,N,N,2,N,0,N,88571,N,,,57,,A,300,90,,,,,,A003,722,681,15,14,0,27979,27979,0,0,672,9996,174,29,29,97,0,999999997,997,0,999999998,2675,661,98,14,15,12,2,Y,,15.18940544,7,N,N,9.193886757,5,N,N,0,448,,,4.551399231,448,N,N,2031      2018      2049      2116,,FALSE,0,0,0,0,0,0,587
3,-1,-2,-3,0,17,194,231,5960,1,12,0,1136,95,5,8,5,611,39,726,2,34,765,3,Y,N,N,N,1,N,0,N,90812,N,,,57,,A,1800,540,,,,,,A003,445,674,17,16,0,98098,98098,0,7131,870,69,194,9999,9999,806,4,806,13,2,730,999999998,691,34,39,55,12,9,Y,,2.524601936,2,N,N,7.739721298,5,N,N,0,448,,,3.243589401,448,N,N,,,FALSE,0,0,0,0,0,0,394
0,-1,-2,12,0,21,332,2111,2403,1,53,0,11135,95,5,8,5,696,39,715,3,P6,785,2,Y,N,N,N,1,N,0,N,464708,N,,,57,,A,2700,810,,,,,,A003,38,688,22,19,0,333889,333889,0,3032,2854,32,335,9999,9999,2111,3,2111,61,0,2395,999999998,688,34,39,4,55,9,Y,,2.455874443,2,N,N,3.061691284,2,N,N,0,448,,,5.726762772,448,N,N,,,FALSE,0,0,0,0,0,0,500
7,26,-1,-2,0,31,214,3505,3505,0,52,0,4790,23,2,6,5,703,38,744,2,D2,774,3,Y,N,N,N,2,N,0,N,27013,N,,,57,,A,2500,750,,,,,,A003,700,0,31,30,0,34216,34216,0,0,768,9996,240,52,52,3505,3,3505,52,0,999999997,999999998,679,98,14,15,32,2,Y,,3.046293259,2,N,N,4.70568943,3,N,N,0,448,,,0,448,,,,,FALSE,0,0,0,0,0,0,353
1,9,-1,-2,0,23,386,0,0,1,0,0,999999997,95,5,8,5,639,38,684,5,18,717,6,Y,N,N,N,1,N,0,N,99578,N,,,57,10321,A,1100,330,,,,,,A003,973,694,28,26,0,10131,10131,0,0,176,9996,386,12,12,999999997,0,999999997,997,1,999999997,999999998,693,98,47,14,15,2,Y,,4.182471275,3,N,N,6.200610161,4,N,N,0,448,,,5.522540092,448,N,N,,,FALSE,0,0,0,0,0,0,697
0,11,-1,-2,0,21,137,0,0,1,0,0,999999997,23,2,6,5,655,38,679,5,18,729,5,Y,N,N,N,2,N,0,N,69708,N,,,57,21,A,1500,450,,,,,,A003,376,0,23,20,0,22083,22083,0,0,403,9996,137,15,15,999999997,0,999999997,997,0,999999997,999999998,598,98,15,4,18,1,Y,,4.173714638,3,N,N,7.006608963,4,N,N,0,448,,,0,448,,,,,FALSE,0,0,0,0,0,0,504
0,-1,-1,-2,0,10,186,0,-2,1,0,0,999999997,23,5,6,5,754,16,726,2,R3,744,4,Y,N,N,N,1,N,0,N,127432,N,,,57,21,A,1800,540,,,,,,A003,330,0,12,11,0,18982,18982,0,0,446,9996,238,9999,9999,999999997,0,999999997,997,0,999999997,999999998,658,4,12,63,47,8,Y,,6.221796036,4,N,N,4.189188957,3,N,N,0,448,,,0,448,,,2049      2007      2016      2123,,FALSE,0,0,0,0,0,0,696
1,48,-1,1675,0,19,272,1456,2431,6,69,0,3450,22,3,6,5,588,38,584,10,P6,659,9,Y,N,N,N,2,N,0,N,107500,N,,,57,21,D,0,0,1002,2034,2018,2049,2120,1060,127,0,19,17,0,147989,147989,0,0,2205,9996,272,49,49,2222,3,2222,81,1,1441,999999998,546,98,15,4,9,1,Y,,19.91007996,8,N,N,28.25996399,9,N,N,0,448,,,0,448,,,2034      2018      2049      2120,,,,,,,,,0
3,8,-1,-3,0,28,133,0,1970,1,99,0,2234,23,3,6,5,663,38,609,9,K6,716,6,Y,N,N,N,1,N,0,N,117695,N,,,57,21,D,0,0,1002,2031,2110,2049,2050,1060,309,0,28,28,0,222151,222151,0,0,2208,9996,133,73,73,1881,1,1881,94,1,1114,5929,674,98,14,12,85,2,Y,,14.0227375,7,N,N,12.85728168,6,N,N,0,448,,,0,448,,,2031      2110      2049      2050,,,,,,,,,0
0,-1,-1,-2,0,13,159,14284,14284,0,99,0,15306,23,2,6,5,668,40,704,4,P6,770,3,Y,N,N,N,1,N,0,N,65617,N,,,57,21,A,1600,480,,,,,,A003,10,0,14,14,0,35386,35386,0,0,1023,9996,337,98,98,14275,6,14275,99,0,999999997,999999998,587,98,32,34,14,2,Y,,7.930944443,5,N,N,7.291683197,5,N,N,0,448,,,0,448,,,2050      2120      2036      2117,,FALSE,0,0,0,0,0,0,553
2,0,0,0,0,0,0,0,0,0,0,0,999999997,23,2,6,3,9002,,684,5,D2,679,8,Y,N,N,N,1,N,0,N,25325,N,,,57,21,D,0,0,1003,1131,,,,1131,650,0,14,12,97,999999997,999999997,999999997,0,999999997,9996,266,63,63,999999997,0,999999997,997,1,999999997,999999998,,,,,,,,,0,448,,,0,448,,,0,448,,,0,448,,,,,,,,,,,,0
1,-1,-2,-3,0,14,166,2539,2573,0,80,0,2573,95,5,8,5,672,39,684,5,34,719,6,Y,N,N,N,1,N,0,N,67695,N,,,57,1121,A,900,270,,,,,,A003,283,673,14,13,0,146658,146658,0,34111,1665,15,166,9999,9999,2573,3,2573,70,0,999999998,999999998,676,4,12,7,63,8,Y,,3.212115288,2,N,N,10.38033676,6,N,N,0,448,,,4.783178329,448,N,N,,,FALSE,0,0,0,0,0,0,480
