NUM_BANKCARD_QUERIES_LAST_6_MO,S207A,CO06S,TK0901,SCRG063,AT01S,AT20S,RVLR03,BC101S,G980S,BKUTIL,IQT9421,REH5030,CAMPAIGN_ID,CAMPAIGN_SUB_CD,UNDRWRTE_STRAT_IN,CRED_BUREAU_LOC_CD,FICO_SCORE,FICO_FACTOR_1,CRED_SCORE_1,RISK_SCORE_1,RISK_SCORE_1_FACTOR_1,CRED_SCORE_2,RISK_SCORE_2,INMARKET_IN,UNDER18_IN,DECEASED_IN,FROZEN_CREDRPT_IN,BANK_ACCT_CD,EXTEND_FRAUD_ALERT_IN,OLLO_OPEN_ACCT_CT,RECENT_APPL_IN,ATP_MAX_CREDIT_LINE,FAILED_ATP_IN,BUREAU_ERROR_CD,CONSUMER_STMT_TYPE_IN,BUREAU_MSG_CD_LIST,FRAUD_SHIELD_TYPE_LIST,DECISION_CD,CREDIT_LINE_AMT,CASH_LINE_AMT,LTR_TEMPLATE_ID,ADVERSE_ACT_RSN_1,ADVERSE_ACT_RSN_2,ADVERSE_ACT_RSN_3,ADVERSE_ACT_RSN_4,POLICY_RULES_USED,POST_BUR_RND_NUM_1,VANTAGE_SCORE,ALL0100,ALL0300,ALL2356,ALL5020,ALL5030,ALL5045,ALL5301,ALL5830,ALL8164,ALL8220,ALL9210,ALL9220,BCA5020,BCC0416,BCC5030,BCC7140,IQB9416,MTA5830,FIP5020,TU_VANTAGE_3,TU_VANT_3_FACTOR_1,TU_VANT_3_FACTOR_2,TU_VANT_3_FACTOR_3,TU_VANT_3_FACTOR_4,TU_VANT_3_FACTOR_5,TU_STATUS,LN_STATUS,CUST_MOD_3_FIN_SCR,CUST_MOD_3_FIN_SCR_DEC,CUST_MOD_3_TIMEOUT,CUST_MOD_3_ERROR,CUST_MOD_4_FIN_SCR,CUST_MOD_4_FIN_SCR_DEC,CUST_MOD_4_TIMEOUT,CUST_MOD_4_ERROR,CUST_MOD_6_FIN_SCR,CUST_MOD_6_FIN_SCR_DEC,CUST_MOD_6_TIMEOUT,CUST_MOD_6_ERROR,CUST_MOD_7_FIN_SCR,CUST_MOD_7_FIN_SCR_DEC,CUST_MOD_7_TIMEOUT,CUST_MOD_7_ERROR,CUST_MOD_3_FIN_SCR_RANKED_AR,CUST_MOD_6_FIN_SCR_RANKED_AR,SSNAWF3Y,TFRAA6M,TFRAA1Y,TFRANDOB2Y,TFRANDOB3Y,TFRANDOB6M,TFRANDOB1Y,IDFS
1,9,-1,-2,0,47,225,0,893,2,14,0,893,23,2,6,5,669,38,721,3,D2,745,4,Y,N,N,N,1,N,0,N,68604,N,,,57,17,A,2000,600,,,,,,A003,768,0,64,64,0,893,893,0,0,120,9996,225,10,10,775,8,775,2,2,999999998,999999998,707,98,15,14,85,2,Y,,3.487229347,2,N,N,3.196633339,2,N,N,0,448,,,0,448,,,,,FALSE,0,0,0,0,0,0,647
0,44,-2,-3,0,16,311,0,-2,-4,0,0,999999996,95,5,8,5,630,38,687,5,D2,683,8,Y,N,N,N,1,N,0,N,294643,N,,,57,11719,A,300,90,,,,,,A003,106,708,15,14,0,999999996,999999996,0,0,999999996,9996,211,44,44,999999997,0,999999997,997,0,999999997,999999998,698,98,47,14,15,2,Y,,4.917969704,3,N,N,5.534762383,4,N,N,0,448,,,8.441099167,448,N,N,,,FALSE,0,0,0,0,0,0,610
2,40,-1,-3,1,17,206,253,253,0,5,0,253,23,2,6,5,676,38,668,6,D2,706,7,Y,N,N,N,1,N,0,N,70909,N,,,57,21,A,500,150,,,,,,A003,250,0,10,10,0,253,253,0,0,25,9996,206,42,42,253,2,253,10,1,999999997,999999998,689,98,14,15,12,2,Y,,4.472805977,3,N,N,4.039738655,3,N,N,0,448,,,0,448,,,,,FALSE,0,0,0,0,0,0,511
1,0,0,0,0,0,0,0,0,0,0,0,4264,23,1,6,3,634,38,670,6,34,735,5,Y,N,N,N,2,N,0,N,132500,N,,,57,21,A,1600,480,,,,,,A003,172,0,32,28,0,259436,259436,0,3612,2586,22,281,9999,9999,4104,5,4104,48,1,1704,6683,,,,,,,E,,5.055040359,3,N,N,5.616662979,4,N,N,0,448,,,0,448,,,,,FALSE,0,0,0,0,0,0,595
6,-1,-2,-3,0,31,152,2220,5303,3,21,0,6770,23,1,6,5,670,38,701,4,34,788,2,Y,N,N,N,1,N,1,N,100065,N,,,57,21,D,0,0,1003,1005,,,,1005,593,0,33,33,0,33914,33914,0,0,668,9996,152,9999,9999,5372,14,5372,21,2,999999998,999999997,633,12,95,16,74,7,Y,,4.198288918,3,N,N,3.189640999,2,N,N,0,448,,,0,448,,,,,,,,,,,,0
2,31,-1,-2,0,28,327,2793,2793,0,20,1,2989,23,4,6,5,708,38,758,1,1034,797,2,Y,N,N,N,2,N,0,N,86688,N,,,57,,A,3000,900,,,,,,A003,937,0,31,31,0,2989,2989,0,0,177,9996,316,50,50,2793,5,2793,15,2,999999998,999999998,746,98,14,12,34,2,Y,,1.577111244,1,N,N,1.376574516,1,N,N,0,448,,,0,448,,,,,FALSE,0,0,0,0,0,0,426
1,-1,-2,2109,0,11,260,0,3480,5,91,0,805,23,1,6,5,607,38,714,3,34,740,4,Y,N,N,N,2,N,0,N,123636,N,,,57,21,A,1600,480,,,,,,A003,958,0,10,9,0,324208,324208,0,2109,1523,71,260,9999,9999,805,1,805,18,1,1498,999999998,625,4,95,7,81,7,Y,,4.565126419,3,N,N,6.3564291,4,N,N,0,448,,,0,448,,,,,FALSE,0,0,0,0,0,0,446
0,23,-1,-2,0,23,213,785,785,4,34,0,785,23,4,6,5,684,38,678,5,K6,745,4,Y,N,N,N,1,N,0,N,52987,N,,,57,21,A,1000,300,,,,,,A003,802,0,26,25,0,61292,61292,0,0,868,9996,239,25,25,785,1,785,98,0,424,1348,661,98,14,15,30,2,Y,,13.66793346,7,N,N,5.744440079,4,N,N,0,448,,,0,448,,,2031      2049      2050      2016,,FALSE,0,0,0,0,0,0,530
3,-1,-1,-3,0,27,178,2004,9142,1,100,0,9142,95,9,4,5,660,39,696,4,1032,733,5,Y,N,N,N,1,N,0,N,786623,N,,,57,103091121,A,1500,450,,,,,,A003,678,670,25,22,0,354681,361819,0,0,4939,9996,212,9999,9999,2004,1,9142,100,1,2713,999999998,673,12,4,7,32,7,Y,,6.0642519,4,N,N,5.74818325,4,N,N,0,448,,,0,448,,,2059      2050      2049      2068,,FALSE,0,0,0,0,0,0,643
0,-1,-1,-2,0,6,237,-1,-1,-4,0,0,999999998,95,7,8,5,634,40,687,5,34,712,6,Y,N,N,N,1,N,0,N,65032,N,,,57,,A,800,240,,,,,,A003,280,673,6,6,0,71676,71676,0,0,1164,9996,237,9999,9999,999999998,98,999999998,998,0,664,999999998,689,14,12,95,55,10,Y,,10.81883526,6,N,N,9.903182983,5,N,N,0,448,,,9.320073128,448,N,N,2083,,FALSE,0,0,0,0,0,0,665
2,-1,-2,-3,0,31,165,0,3946,1,53,0,4941,23,1,6,5,677,39,696,4,18,750,4,Y,N,N,N,1,N,0,N,214123,N,,,657,21,A,1400,420,,,,,,A003,633,0,24,19,0,88175,88175,0,0,899,32,165,9999,9999,3946,2,3946,53,2,702,999999998,730,12,4,55,14,10,Y,,5.966353416,4,N,N,8.699202538,5,N,N,0,448,,,0,448,,,,,FALSE,0,0,0,0,0,0,458
5,17,-2,-3,0,21,110,2837,3292,1,55,0,3571,23,3,6,5,651,38,628,8,K6,720,6,Y,N,N,N,1,N,0,N,54448,N,,,57,1721,D,0,0,1002,2031,2030,2049,2007,1060,994,0,20,18,0,21044,21044,0,0,656,9996,110,59,59,2936,3,2936,47,1,999999998,999999998,689,98,14,12,32,2,Y,,20.62498474,8,N,N,21.78507996,8,N,N,0,448,,,0,448,,,2031      2030      2049      2007,,,,,,,,,0
0,0,0,0,0,0,0,0,0,0,0,0,999999997,23,2,6,3,9002,,661,7,18,698,7,Y,N,N,N,2,N,0,N,30714,N,,,57,21,D,0,0,1003,1131,,,,1131,773,0,18,17,97,999999997,999999997,999999997,0,999999997,9996,238,22,22,999999997,0,999999997,997,0,999999998,999999998,,,,,,,,,0,448,,,0,448,,,0,448,,,0,448,,,,,,,,,,,,0
0,0,0,0,0,0,0,0,0,0,0,0,0,23,2,6,,0,,0,0,,0,0,,,,,1,,0,Y,0,,,,,,D,0,0,1001,1004,,,,1004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,,,0,0,,,0,0,,,0,0,,,,,,,,,,,,0
1,9,-1,-3,0,24,125,1066,1066,1,89,0,1147,95,5,8,5,618,38,575,10,18,651,9,Y,N,N,N,2,N,0,N,89351,N,,,57,12021,A,300,90,,,,,,A003,547,656,24,21,0,1147,1147,0,0,81,9996,125,12,12,1066,1,1066,89,1,999999998,999999997,661,98,14,12,15,2,Y,,21.10310364,8,N,N,20.5254364,8,N,N,0,448,,,8.878096581,448,N,N,2018      2016      2107      2017,,FALSE,0,0,0,0,0,0,550
1,14,-1,-2,0,10,186,0,-2,2,0,0,999999997,23,3,6,5,646,38,669,6,18,721,6,Y,N,N,N,2,N,0,N,33701,N,,,57,1921,A,800,240,,,,,,A003,263,0,11,10,0,18035,18035,0,0,462,48,186,17,17,999999997,0,999999997,997,1,999999997,999999998,657,98,47,14,12,2,Y,,10.02145767,6,N,N,7.446066856,5,N,N,0,448,,,0,448,,,2007      2029      2033      2049,,FALSE,0,0,0,0,0,0,655
2,55,-1,-2,0,50,185,0,9301,1,36,0,10870,23,4,6,5,707,38,748,1,P6,823,1,Y,N,N,N,1,N,0,N,138929,N,,,57,120,A,3500,1050,,,,,,A003,446,0,55,53,0,214224,214224,0,0,2388,9996,270,56,56,10641,4,10641,45,1,1666,999999998,711,98,34,12,14,2,Y,,2.078883171,1,N,N,1.819746017,1,N,N,0,448,,,0,448,,,,,FALSE,0,0,0,0,0,0,584
0,-1,-1,-2,0,2,227,-1,-1,0,0,0,0,23,2,6,5,684,40,733,2,R3,719,6,Y,N,N,N,1,N,0,N,101721,N,,,57,1921,A,1000,300,,,,,,A003,191,0,7,6,0,0,0,0,0,0,9996,379,104,104,999999997,0,999999997,997,0,999999998,999999998,674,98,49,14,8,2,Y,,3.443148613,2,N,N,4.539191246,3,N,N,0,448,,,0,448,,,,,FALSE,0,0,0,0,0,0,680
4,8,-1,-2,0,14,138,0,344,3,17,0,65,23,2,6,5,691,38,674,6,20,725,5,Y,N,N,N,2,N,0,N,38117,N,,,57,921,A,1500,450,,,,,,A003,996,0,13,13,0,65,65,0,0,25,9996,138,8,8,65,1,65,3,3,999999998,999999998,700,98,14,12,8,2,Y,,6.117722511,4,N,N,6.477573395,4,N,N,0,448,,,0,448,,,2107      2016      2017      2049,,FALSE,0,0,0,0,0,0,661
0,3,-1,-3,0,9,85,0,-2,3,0,0,79,23,3,6,5,664,38,650,7,1033,676,8,Y,N,N,N,1,N,0,N,120292,N,,,57,21,A,300,90,,,,,,A003,96,0,10,10,0,79,79,0,0,45,9996,85,68,68,999999997,0,999999997,997,0,999999998,999999998,658,98,47,14,12,2,Y,,7.356425285,5,N,N,7.433960915,5,N,N,0,448,,,0,448,,,2116      2110      2031      2016,,FALSE,0,0,0,0,0,0,608
0,-1,-2,21254,0,30,441,0,21834,1,97,0,580,23,1,6,5,631,38,617,9,P6,699,7,Y,N,N,N,1,N,0,N,-62143,N,,,57,21,D,0,0,1002,2030,2050,2033,2031,1060,487,0,30,28,0,281044,281044,0,22444,2089,30,441,9999,9999,580,2,580,97,0,1704,999999998,585,4,44,7,11,7,Y,,20.28138733,8,N,N,18.09063721,7,N,N,0,448,,,0,448,,,2030      2050      2033      2031,,,,,,,,,0
0,55,-1,-3,1,12,164,-2,-5,-4,0,0,999999997,23,3,6,5,646,38,681,5,K6,712,6,Y,N,N,N,1,N,0,N,223377,N,,,57,21,A,800,240,,,,,,A003,95,0,9,8,0,2547,2547,0,0,84,9996,164,56,56,999999997,0,999999997,997,0,999999997,999999998,607,98,15,4,18,1,Y,,9.04880619,5,N,N,13.0942831,6,N,N,0,448,,,0,448,,,2031      2049      2107      2017,,FALSE,0,0,0,0,0,0,892
0,-1,-2,2902,0,11,184,3738,6771,1,59,0,4785,23,1,6,5,625,39,667,6,34,716,6,Y,N,N,N,2,N,0,N,88571,N,,,57,,A,800,240,,,,,,A003,483,0,14,13,0,4785,4785,0,2740,189,59,184,9999,9999,3914,4,3738,62,0,999999998,999999998,672,12,14,63,32,10,Y,,5.924853325,4,N,N,8.619358063,5,N,N,0,448,,,0,448,,,,,FALSE,0,0,0,0,0,0,689
2,9,-1,-3,0,6,146,-1,-1,2,0,0,129,95,5,8,5,653,38,644,8,18,665,9,Y,N,N,N,1,N,0,N,47857,N,,,57,21,A,300,90,,,,,,A003,2,685,9,9,0,129,129,0,0,14,9996,404,69,69,999999997,0,999999997,997,2,999999997,999999998,650,98,49,14,12,2,Y,,6.351676941,4,N,N,9.536417007,5,N,N,0,448,,,11.43260098,448,N,N,2018      2017,,FALSE,0,0,0,0,0,0,730
1,-1,-1,-2,0,9,59,6869,8905,0,38,0,8905,23,4,6,5,683,40,719,3,1034,770,3,Y,N,N,N,1,N,0,N,127825,N,,,57,21,A,2100,630,,,,,,A003,941,0,17,17,0,8905,8905,0,0,230,9996,212,102,102,8905,5,8905,32,0,999999998,999999998,610,98,14,12,32,2,Y,,8.140376091,5,N,N,6.00170517,4,N,N,0,448,,,0,448,,,2050      2059      2036      2053,,FALSE,0,0,0,0,0,0,544
2,-1,-2,3932,0,18,267,0,6352,1,64,0,1824,22,1,6,5,648,38,680,5,34,710,6,Y,N,N,N,1,N,0,N,381071,N,,,57,21,A,1000,300,,,,,,A003,726,0,17,17,0,7175,7175,0,17579,446,33,153,9999,9999,2958,1,1824,91,3,999999997,999999998,674,39,61,34,7,9,Y,,9.199172974,5,N,N,5.928358078,4,N,N,0,448,,,0,448,,,2033      2030      2063      2067,,FALSE,0,0,0,0,0,0,628
0,-1,-2,9454,0,27,305,4978,13680,1,100,0,5946,23,1,6,5,625,38,655,7,P6,719,6,Y,N,N,N,1,N,0,N,33896,N,,,57,21,A,1200,360,,,,,,A003,164,0,34,32,0,210592,210592,0,13366,2617,18,305,9999,9999,5751,2,5751,99,0,1364,999999998,653,95,7,4,11,7,Y,,2.961774826,2,N,N,3.376012802,2,N,N,0,448,,,0,448,,,,,FALSE,0,0,0,0,0,0,587
0,-1,-2,-3,0,21,272,178,598,1,28,0,598,95,7,8,5,679,38,684,5,18,740,4,Y,N,N,N,2,N,0,N,235682,N,,,57,,A,1900,570,,,,,,A003,567,661,24,20,0,26412,26412,0,1843,616,35,285,9999,9999,598,4,598,28,0,999999997,999999997,655,95,4,7,61,8,Y,,5.254249573,4,N,N,4.855770111,3,N,N,0,448,,,5.844554901,448,N,N,,,FALSE,0,0,0,0,0,0,465
3,-1,-2,-3,0,12,180,0,8308,2,85,0,8522,95,5,8,5,644,39,677,6,P6,740,4,Y,N,N,N,1,N,0,N,190130,N,,,57,21,A,1600,480,,,,,,A003,71,663,10,9,0,222783,222783,0,2918,2061,73,157,9999,9999,8381,4,8381,86,1,1815,999999998,663,12,7,4,55,8,Y,,9.984472275,5,N,N,8.484909058,5,N,N,0,448,,,7.410041809,448,N,N,2110      2095      2050      2120,,FALSE,0,0,0,0,0,0,691
2,51,-1,-3,0,28,179,2338,5607,1,77,0,5524,95,5,8,5,653,38,645,8,K6,727,5,Y,N,N,N,2,N,0,N,105455,N,,,57,,A,1000,300,,,,,,A003,647,679,31,22,0,115898,115898,0,0,419,9996,179,54,54,5524,2,5524,76,1,999999997,10005,653,98,32,14,12,2,Y,,12.10670567,6,N,N,14.41587448,7,N,N,0,448,,,8.203325272,448,N,N,2031      2050      2049      2029,,FALSE,0,0,0,0,0,0,639
0,36,-1,-3,0,27,219,289,289,5,96,0,289,95,7,8,5,650,38,643,8,D1,743,4,Y,N,N,N,1,N,0,N,93539,N,,,57,21921,A,1800,540,,,,,,A003,801,674,28,26,0,57367,57367,0,0,717,9996,219,36,36,289,98,999999998,998,0,999999998,1230,676,98,14,30,12,2,Y,,7.884996414,5,N,N,6.343987465,4,N,N,0,448,,,4.09582901,448,N,N,2031      2016,,FALSE,0,0,0,0,0,0,656
1,-1,-2,-3,0,13,492,2814,2814,1,97,0,2814,23,5,6,5,650,39,645,8,P6,717,6,Y,N,N,N,2,N,0,N,128014,N,,,57,1721,D,0,0,1002,2050,2116,2059,2049,1060,800,0,14,14,0,36168,36168,0,0,845,9996,492,9999,9999,2814,3,2814,97,1,999999998,999999998,651,4,7,63,32,8,Y,,17.75822449,7,N,N,16.95727539,7,N,N,0,448,,,0,448,,,2050      2116      2059      2049,,,,,,,,,0
0,0,0,0,0,0,0,0,0,0,0,0,999999997,23,2,6,3,9002,,678,5,18,703,7,Y,N,N,N,2,N,0,N,139610,N,,,57,,D,0,0,1003,1131,,,,1131,418,0,8,7,97,999999997,999999997,999999997,0,999999997,9996,171,7,7,999999997,0,999999997,997,0,999999997,999999998,,,,,,,,,0,448,,,0,448,,,0,448,,,0,448,,,,,,,,,,,,0
4,20,-1,-3,0,13,118,0,217,0,16,0,227,95,5,8,5,693,38,688,5,1033,753,4,Y,N,N,N,2,N,0,N,296753,N,,,57,21,A,300,90,,,,,,A003,772,659,11,4,0,227,227,0,0,60,9996,93,20,20,217,2,217,16,1,999999998,999999998,675,98,14,12,30,2,Y,,7.919329643,5,N,N,0,448,,,0,448,,,2.736485481,448,N,N,2116      2110      2049      2125,,FALSE,0,0,0,0,0,0,612
1,-1,-2,11066,0,46,323,2048,7091,1,68,0,2784,23,1,6,5,619,38,630,8,M9,699,7,Y,N,N,N,1,N,0,N,136396,N,,,57,21,A,500,150,,,,,,A003,66,0,46,32,0,45539,45539,0,14561,799,34,323,9999,9999,2784,4,2784,70,0,660,999999997,640,95,7,11,16,7,Y,,8.328639984,5,N,N,7.360321999,5,N,N,0,448,,,0,448,,,2016      2103      2033      2095,,FALSE,0,0,0,0,0,0,383
0,6,-1,-3,1,20,360,0,-5,0,0,0,999999997,23,3,6,5,616,38,690,5,18,733,5,Y,N,N,N,2,N,0,N,106656,N,,,57,,A,1600,480,,,,,,A003,250,0,21,21,0,16417,16517,0,0,432,33,360,25,25,999999997,0,999999997,997,0,999999997,999999998,618,98,15,4,18,1,Y,,6.715918541,4,N,N,4.895262718,3,N,N,0,448,,,0,448,,,2007      2032,,FALSE,0,0,0,0,0,0,574
1,20,-1,-2,0,15,207,665,1161,1,97,0,3069,23,2,6,5,639,38,613,9,P6,695,7,Y,N,N,N,1,N,0,N,1540422,N,,,57,1032021,D,0,0,1002,1019,,,,1019,566,0,14,14,0,7320,7320,0,0,597,9996,207,22,22,1161,2,1161,101,0,999999998,999999998,640,98,14,15,30,2,Y,,16.43969727,7,N,N,21.08609009,8,N,N,0,448,,,0,448,,,2050      2059      2049      2016,,,,,,,,,0
2,17,-1,-3,0,22,150,0,-2,1,0,2,999999997,23,2,6,5,617,38,669,6,18,713,6,Y,N,N,N,1,N,0,N,97435,N,,,57,,A,1000,300,,,,,,A003,139,0,23,18,0,5317,5317,0,0,132,9996,150,18,18,999999997,0,999999997,997,1,999999997,999999998,659,98,47,14,12,2,Y,,3.771900177,3,N,N,4.111217499,3,N,N,0,448,,,0,448,,,,,FALSE,0,0,0,0,0,0,719
4,26,-1,-2,0,35,152,11067,14076,8,95,1,15673,23,2,6,5,613,38,560,10,P6,672,9,Y,N,N,N,1,N,0,N,108506,N,,,57,9,D,0,0,1002,2030,2050,2049,2059,1060,748,0,35,33,0,48258,49855,0,0,1058,9996,152,37,37,14076,4,15673,97,2,999999997,999999998,598,98,32,34,12,2,Y,,20.53944397,8,N,N,34.00491333,9,N,N,0,448,,,0,448,,,2030      2050      2049      2059,,,,,,,,,0
2,-1,-2,-3,0,30,326,1876,3846,4,90,0,5669,23,1,6,5,636,38,619,9,P6,686,8,Y,N,N,N,1,N,0,N,218409,N,,,57,21,D,0,0,1002,1018,,,,1018,470,0,31,26,1,157753,157753,325,0,2273,40,326,9999,9999,4119,4,4119,97,1,1183,999999997,627,4,7,95,32,7,Y,,15.37631989,7,N,N,19.76210022,8,N,N,0,448,,,0,448,,,2034      2033      2050      2059,,,,,,,,,0
1,33,-2,-3,0,15,210,3288,3288,0,0,0,3677,22,5,6,5,623,38,600,9,P6,675,8,Y,N,N,N,1,N,0,N,161071,N,,,57,21,A,300,90,,,,,,A003,221,0,15,14,0,55332,55332,0,12579,1309,48,233,54,54,3288,1,3288,94,0,999999997,999999998,614,98,4,95,18,1,Y,,11.89989853,6,N,N,11.41783619,6,N,N,0,448,,,0,448,,,2050      2033      2007,,FALSE,0,0,0,0,0,0,582
2,-1,-2,-3,0,12,587,2365,2365,0,79,0,2365,95,7,8,5,592,38,651,7,13,676,8,Y,N,N,N,2,N,0,N,88701,N,,,57,,A,300,90,,,,,,A003,141,688,12,9,0,2365,2365,0,0,82,14,587,111,111,2365,3,2365,18,1,999999998,999999998,699,98,14,32,15,2,Y,,18.68544006,8,N,N,11.74262714,6,N,N,0,448,,,9.917990685,448,N,N,2033      2016      2067      2068,,FALSE,0,0,0,0,0,0,583
3,27,-1,-2,0,19,159,0,1419,2,79,0,1603,23,2,6,5,665,38,634,8,K6,696,7,Y,N,N,N,1,N,0,N,145909,N,,,57,21,A,500,150,,,,,,A003,234,0,17,17,0,44552,44552,0,0,1339,9996,159,29,29,1419,2,1419,9,1,999999997,23351,669,98,14,15,12,2,Y,,6.218559265,4,N,N,10.70647335,6,N,N,0,448,,,0,448,,,2031      2049      2059,,FALSE,0,0,0,0,0,0,599
0,-1,-1,-2,0,9,414,15688,29028,-4,81,0,21926,23,4,6,5,723,40,692,4,P6,758,3,Y,N,N,N,1,N,0,N,39221,N,,,57,30,D,0,0,1002,1120,,,,1120,959,0,10,10,0,34369,34369,0,0,709,9996,414,113,113,34369,7,21926,78,0,999999998,999999998,653,98,34,14,32,2,Y,,6.691823006,4,N,N,6.728610992,4,N,N,0,448,,,0,448,,,2083      2050      2059      2120,,,,,,,,,0
5,38,-1,-2,2,18,200,12244,14605,1,55,0,4106,23,3,6,5,662,38,601,9,K6,692,7,Y,N,N,N,2,N,0,N,146818,N,,,57,,D,0,0,1002,2050,2117,2031,2021,1060,37,0,26,24,0,36085,36085,0,0,828,9996,176,39,39,3338,3,3338,63,2,999999998,137,698,98,14,32,12,2,Y,,14.90928364,7,N,N,29.77912903,9,N,N,0,448,,,0,448,,,2050      2117      2031      2021,,,,,,,,,0
0,32,-1,-3,1,14,267,-2,-5,0,0,0,999999997,23,3,6,5,662,38,658,7,1034,688,8,Y,N,N,N,2,N,0,N,47857,N,,,57,,A,300,90,,,,,,A003,919,0,14,13,0,4120,4120,0,0,308,9996,267,34,34,999999997,0,999999997,997,0,999999998,999999997,588,98,15,8,21,1,Y,,9.734026909,5,N,N,14.70354557,7,N,N,0,448,,,0,448,,,2016      2107      2049      2116,,FALSE,0,0,0,0,0,0,659
1,-1,-2,6942,0,26,195,2390,8586,0,84,0,2450,23,1,6,5,630,38,649,7,34,702,7,Y,N,N,N,2,N,0,N,51623,N,,,657,21,A,500,150,,,,,,A003,963,0,26,23,0,26044,26044,0,7882,910,16,379,9999,9999,2390,1,2390,100,0,999999998,999999998,642,12,7,95,11,7,Y,,7.798054695,5,N,N,10.48712635,6,N,N,0,448,,,0,448,,,2033      2059      2016,,FALSE,0,0,0,0,0,0,749
2,15,-1,-2,0,23,156,0,162,1,11,0,162,22,3,6,5,664,38,671,6,18,733,5,Y,N,N,N,1,N,0,N,286526,N,,,57,21,A,1600,480,,,,,,A003,383,0,27,26,0,28023,28023,0,0,538,9996,190,19,19,162,1,162,11,1,999999997,999999998,691,98,14,12,9,2,Y,,3.310199738,2,N,N,4.836240768,3,N,N,0,448,,,0,448,,,,,FALSE,0,0,0,0,0,0,485
7,9,-1,-2,0,23,237,0,125,2,25,4,125,95,5,8,5,592,38,603,9,18,666,9,Y,N,N,N,1,N,0,N,173734,N,,,57,91721,A,300,90,,,,,,A003,896,660,24,23,0,21552,21552,0,0,399,9996,237,12,12,125,1,125,25,4,999999998,999999998,679,98,14,30,12,2,Y,,32.16462708,9,N,N,26.65306091,9,N,N,0,448,,,10.95085716,448,N,N,2030      2016      2018      2012,,FALSE,0,0,0,0,0,0,521
4,8,-1,-2,0,27,103,0,1152,1,72,0,1152,95,7,8,5,663,38,637,8,13,693,7,Y,N,N,N,2,N,0,N,160422,N,,,57,1721,A,600,180,,,,,,A003,958,643,25,24,0,52849,52849,0,0,1376,9996,80,12,12,1152,2,1152,74,2,999999998,999999998,657,98,14,12,15,2,Y,,7.624622345,5,N,N,6.071340561,4,N,N,0,448,,,4.328324318,448,N,N,2016      2031      2123      2018,,FALSE,0,0,0,0,0,0,514
1,43,-1,-2,0,14,246,1680,1680,4,99,0,1680,23,3,6,5,613,38,626,8,P6,696,7,Y,N,N,N,1,N,0,N,44675,N,,,57,,D,0,0,1002,2050,2059,2108,2017,1060,203,0,16,16,0,13024,13024,0,0,434,9996,246,45,45,1680,2,1680,99,1,999999997,999999998,599,98,4,61,32,1,Y,,15.1879797,7,N,N,13.39184856,6,N,N,0,448,,,0,448,,,2050      2059      2108      2017,,,,,,,,,0
0,12,-1,-3,0,34,436,448,448,0,45,0,448,95,5,8,5,657,38,665,6,18,707,6,Y,N,N,N,2,N,0,N,146169,N,,,57,10321,A,1100,330,,,,,,A003,686,697,37,36,0,11656,11656,0,0,98,9996,436,14,14,448,2,448,45,0,999999998,999999997,676,98,15,14,30,2,Y,,4.796941757,3,N,N,6.922568321,4,N,N,0,448,,,3.816102982,448,N,N,,,FALSE,0,0,0,0,0,0,672
1,52,-1,-3,0,11,214,0,-2,2,0,1,999999997,95,7,8,5,585,38,693,4,1034,699,7,Y,N,N,N,1,N,0,N,92597,N,,,57,21,A,900,270,,,,,,A003,795,649,9,8,0,7613,7613,0,0,88,9996,214,53,53,999999997,0,999999997,997,1,999999998,999999998,662,98,47,14,8,2,Y,,2.755320549,2,N,N,3.338790894,2,N,N,0,448,,,4.325566292,448,N,N,,,FALSE,0,0,0,0,0,0,915
2,-1,-2,-3,0,21,131,0,1435,1,51,0,1776,95,5,8,5,641,38,579,10,34,673,9,Y,N,N,N,1,N,0,N,129188,N,,,57,21,A,300,90,,,,,,A003,411,649,21,18,0,149380,149380,0,0,1938,67,131,9999,9999,1435,3,1435,51,2,1202,5250,666,12,95,4,55,8,Y,,21.51252747,8,N,N,10.10923672,6,N,N,0,448,,,5.819901466,448,N,N,2031      2110      2007      2030,,FALSE,0,0,0,0,0,0,532
1,10,-1,-3,0,10,349,0,-5,1,0,1,999999997,95,0,4,5,638,38,749,1,R3,744,4,Y,N,N,N,2,N,0,N,148052,N,,,57,1031621,A,2500,750,,,,,,A003,9,715,13,13,0,576318,576318,0,0,3440,9996,421,73,73,999999997,0,999999997,997,1,3440,999999998,707,98,47,14,8,2,Y,,2.112299919,1,N,N,1.859714508,1,N,N,0,448,,,0,448,,,,,FALSE,0,0,0,0,0,0,509
3,21,-2,-3,6,40,336,0,0,2,0,2,754,95,7,8,5,601,38,668,6,13,669,9,Y,N,N,N,2,N,0,N,223052,N,,,57,21,D,0,0,1002,1018,,,,1018,503,686,40,34,0,9858,9858,0,0,213,9996,336,21,21,999999997,0,999999997,997,2,186,999999998,678,98,47,14,94,2,Y,,6.418474197,4,N,N,11.31821156,6,N,N,0,448,,,10.78683949,448,N,N,2034      2018      2016      2068,,,,,,,,,0
